,clean_tweet,label
555,كنت أقول لا للتطعيم الإجباري…لكن بعد ظهور وباء دلتا المتحور أخذت اللقاح وأتميت الجرعتين اللهم لك الحمد على نعمة العقل والطمأنينة نعم للتطعيم الاجباري,Pro-vaccine
556,المتيمين بالتطعيمات التجريبية عندما نتحاور معهم نجدهم مازالوا يصنفون أنفسهم بالعلميين ما شاء الله عليهم‼ عموماً هم علميين ونحن عقلانيين ونشوف بالنهاية إن كان هناك ضرر للتطعيمات وهل العقل سينتصر أو العلوم التجريبية والمشبوهة والتي لا تضمن سلامتها أي جهة‼ لا للتطعيم الاجباري,Anti-vaccine
557,الحمدالله اني متطعم غير المطعمين,Pro-vaccine
558,شنو وضع الدوام منو فينا يداوم اللي مطعم ولا اللي مو مطعم ههههههههه اللهم لا تؤاخذنا بما فعل السفهاء منا لا للتطعيم الاجباري,Anti-vaccine
559,الكشتة بأم النمل، يسوى مجمعاتكم وخباريها هقوتي انه لا دلق سهيل بتكشون ذبان وتصككون بيبانكم لا للتطعيم الاجباري ,Anti-vaccine
560,شهادة د ريان كول عن اعراض مبكرة جديرة بالمراجعة لاصابات سرطانية قريبة بسبب طبيعة هذه اللقاحات الاستمرار باجراءات التطعيم تتسم السطحية العلمية والضحالة الفكرية والسذاجة البلهاء في التنفيذ دون المراجعة واعادة النظر في الصالح العام من قبل اصحاب القرار لا للتطعيم الاجباري ,Anti-vaccine
561,لا ينسيكم الوضع السياسي والصحي الكرنفالي انكم تطعمون أحبتي نعم للتطعيم ,Pro-vaccine
562,لنفرض انه اللقاح مؤامره وانت ما تطعمت شنو راح تسوي اذا عشت بروحك فل ملل خيوووو باسل الصباح نعم للتطعيم الحظر الكلي الحظر الجزئي,Pro-vaccine
563,الحمدالله على نعمة الكويت والي ما طـعّم يطعم 🤲 الكويت كورونا ,Pro-vaccine
564,اغلاق الانشطه الصيفيه للاطفال والحضانات هو سلسله من تخبطات لجنه كورونا الدايخه واهيا رساله مبطنه الى اولياء الامور لتطعيم اولادهم خافوا الله بالارواح وكافي الاصابات اللي قاعد تتزايد مع تزايد تطعيمكم لا للتطعيم الاجباري الكويت تطعيم كورونا ,Anti-vaccine
566,خبر عاجل:ترفض إدارة الغذاء والدواء FDA حقنات فايزر المعززة لمعظم الناس‼ نرجوا من الجهات المعنية أن تأخذ هذا الخبر المهم بعين الاعتبار وكفى تطعيمات تجريبية‼ Breaking news: FDA rejects Pfizer ‼booster shots for most لا للتطعيم الاجباري معلمون ضد الاجبار,Anti-vaccine
567,القرارات الياية 🤣 لا للتطعيم الاجباري ,Anti-vaccine
568,باقي ساعتين على موعد تطعيمي تم التطعيم,Pro-vaccine
570,تصبحون على تطعيم نعم للتطعيم ,Pro-vaccine
571,مساء الخير اذا اللقاحات متوفرة متى الجرعة الثانية طاف موعدي والصحة لاحس ولاخبر وين جرعتي الثانيه ,Pro-vaccine
572, تم التطعيم ولله الحمد شكرا على التنظيم الجميل والرائع جهود تشكرون عليها الحمدالله على نعمة الكويت ,Pro-vaccine
573,في مثل هذا اليوم بدأ فيروس كورونا بالانتشار المحلي في الكويت الحل بتطعيم اكثرمن ٪ من الشعب نعم للتطعيم والله المستعان ,Pro-vaccine
574,قصاصات الفيديوهات التي تشكك بالتطعيم لا تقف صامدة امام المشاهد اليومية للمرضى في الاجنحة والعنايات المركزة شافاهم الله خرافات لا تسمن ولا تغني عن اخذ التطعيم والحماية من المرض نعم للتطعيم ,Pro-vaccine
575,هالسنة وزارة التربية همّها شهادات التطعيم والمسحة الاسبوعية للطلبة والمعلمين والإداريين وأمور إدارية أكثر منها تعليمية وتربوية أفتخر أني معلم معلمون ضد الاجبار نرفض المسحه الاسبوعيه لا للتطعيم الاجباري وزارة التربية عوده المعلمين والمعلمات عودة المدارس,Anti-vaccine
576,وين حرية التعبير ياتويتر صلاح الراشد صناعة مسار الحرية ,Anti-vaccine
577,الحمدالله اني طعمت سينما بعد شهر رمضان ,Pro-vaccine
578,ما ولهتوا على الديرة بليل شناطرين انا طعمت وانت ,Pro-vaccine
580,لست بحقل تجارب لا للتطعيم الاجباري,Anti-vaccine
581,والله يلعن الكورونا اللي لبستنا كمامات، جزء من الوسائل اللي تساعدني عالسمع هي النظر للشفايف وهي تتكلم، وكمام اللي جدامي قاعد يبهدلي، انشالله تذلف هالكورونا وأفتك من هالبهدلة نعم للتطعيم ,Pro-vaccine
582,اعراض التطعيم مختلفة من شخص الى الاخر بحسب الجسم لا تسمع الى الاشاعات والتهويل اعراض تطعيم خير من ان تكون عرضة للاصابة بالكورونا واعراضها اثناء وبعد الشفاء جدا صعبة لا تعرض نفسك ولا غيرك توكل على الله وروح طعم نعم للتطعيم,Pro-vaccine
583,أصحاب المشاريع الصغيرة والمتوسطة يتفاعلون مع مبادرة خصم التطعيم التطعيم مركز الكويت التطعيم الكويت وزارة الإعلام الكويت ,Pro-vaccine
584,العظيم رب العالمين أرجوك خلصنا مما نحن فيه وقد طال البلاء وأظنه متعمد ومبالغ فيه‼ فتحوراتهم لا تنتهي وآخرها مو‼ لا أدري هل يريدون إنشاء نظام عالمي جديد أو تقليص تعداد سكان العالم بحجة قلة الموارد بكوكبنا وكأن الرزق عليهم وحسن تدبير الخلق لهم‼ لا للتطعيم الاجباري,Anti-vaccine
586,القاح هدفه اقتصادي بحت لتتنفيع الشركات العالمية لا للتطعيم الاجباري,Anti-vaccine
587,مستمرين ساحة الإرادة لا للتطعيم الاجباري ,Anti-vaccine
588, يله مكاتب سفريات / فنادق / نوادي صحية / شدوا حيلكم لتعود الحياة نعم للتطعيم ,Pro-vaccine
589,الغيرة والحقد والحسد … دليل انك انت افضل منه وأيد كلامي اخوي بوفارس برسالته اللي يقول فيها : احسنت بوراكان فعلاً الهجوم الشرس على الكوادر الطبية أكبر دليل بأننا ناجحين والغيرة ماكلة قلوب البعض نعم للتطعيم ,Pro-vaccine
590,لقد أسمعت لو ناديت حيا ولكن لا حياة لمن تنادي ولو نار نفخت بها أضاءت ولكن أنت تنفخ في رماد لا للتطعيم الاجباري ,Anti-vaccine
591,الحمدالله 🤍 تم التطعيم ,Pro-vaccine
592, ليالي الكويت الحمدالله طعمت و كلي فخر و ثقة بدكاترتنا الافاضل و الممرضين الطيبين و تستااهل هالارض الحبيبة و الغالية علينا ,Pro-vaccine
593,العقل الذي يؤمن بنظرية مؤامرة بهذه السذاجة لا أحد يريد أن يسيطر عليه أساسا نعم للتطعيم,Pro-vaccine
594,اليوم نسيت أقول لكم نعم للتطعيم ,Pro-vaccine
596, وزارة الصحة نست كورونا وركزت باللقاح نست صحة الافراد وركزت بالضغط عالطاقم الطبي لا للتطعيم الاجباري,Anti-vaccine
597,ياريت يطلع قرار محد يداوم الا مطعم والي مايبي اجازه من غير راتب الافنيوز وزارة الصحة مجلس الوزراء لا للتطعيم الاجباري,Pro-vaccine
598, غير المطعمين لا للتطعيم الاجباري الدكاتره لين الحين هادين العنايات المركزة و مجابلين تويتر ,Anti-vaccine
599, الكويت حبايبي أرجوكم قبل أن تناموا سجلّوا في منصة التطعيم حبايبي في إدارة التطعيماتطعموا كلمن سجّل الله يعطيكم ألف صحّة وعافية اللي مايبي يتطعم لاتداحرونه ركزوا على اللي المقتنع ولما نخلص كل المسجلين نبدأ بحملة إقناع جديدة اللقاح هو الخلاص اللقاح يمنع الوفاة بإذن الله,Pro-vaccine
600,الله يسعدك صلاح الراشد مسار الحرية شكرا إيفا ,Anti-vaccine
601,إن الطبـيب بِطبه وَدَوائـِـــه لا يستطيع دفاع مقدُور القـضى ما للطبيب يموت بالداء الذي قد كان يبرئ مثله فيما مضى لا للتطعيم الاجباري,Anti-vaccine
602,سيل بشري في شوارع فرنسا مناهض للتلقيح والجواز الصحي والعربي يشكر الحكومة أن اللقاح مجاني لا للتطعيم الاجباري لا للتطعيم الاجباري ,Anti-vaccine
603,سلّم قلب لجين ما شاء الله تبارك الله فيه الصحة والعافية ان شاء الله نعم للتطعيم ,Pro-vaccine
604,أنوي لي ولأصدقائي هنا مسار الحرية الذي يمنحنا حرية التنقل والاقامة والسفر والعمل والخيارات الصحية والبيئة التي نعيشها مسار آمن وممتع ومحفوظ 🧡🤍,Anti-vaccine
605, لا للتطعيم الاجباري مثل ما عطيتوا الخيار لإخواننا اللي تطعموا ضد كورونا ووفرتوا لهم اللقاح مشكورين مأجورين فعطوا الخيار لإخواننا الآخرين اللي مايبون يطعمون ورافضين فكرة التطعيم الاجباري ولاتتعاملون معاهم كأنهم أطفال ونحن أوصياء عليهم الكويت,Anti-vaccine
606,والله انه الحظر يسبب المرض اكثر من فيروس كورونا بس منو اللي يحس نعم للتطعيم,Pro-vaccine
607,عجبي من فئة لايستهان بها، تضايقت كثيرا من اغلاق نوادي وانشطة الاطفال، وقبلها طالبت وفرحت بالتضييق على غير المطعمين وكأن الحياة فصلت بحسب قناعاتهم لا للتطعيم الاجباري,Anti-vaccine
27,صندوق الاستثمار الروسي بالتعاون مع مركز غاماليا و السلطات في موسكو، يعلن بداية التجارب الإكلينيكية المرحلة الثالثة للتطعيم الروسي Sputnik V في روسيا الشريحة المستهدفةألف متطوع متوقع أن يُجرَّب التطعيم في خمس دول أخرى ,Pro-vaccine
29, لافائده من التطعيم وهو اكبر خدعه طبيه يتم البدء بالتطعيم بعد ان يتسطح مستوى الفيروس ويضعف فيبدو ان التطعيم سبب اختفاء المرض مثال شلل الاطفال كان منتشر وبقوه في اخر الخمسينات واول الستينات من القرن الماضى وتم التطعيم عام بعد تسطح المنحنى و,Anti-vaccine
50, هذه وحده مو صاحيه تحتاج طب نفسي امس منزله تغريدة العكس تماما على اساس ان اللقاح اذا مافي احد ياخذه ما يسافر تبيه اختنا اجباري تبي تربط الناس وتجبرهم على انهم ياخذونه والحين اشوف لها تغريدة غير الظاهر فيها شوزوفرينيا,Anti-vaccine
75,الدنيا متلهفة على اعتماد التطعيم ضد الڤايروس، وفي ناس تكتب انا ضد التطعيم الإجباري، اهو خل ينزل عنّك ماخذيته يابو راس مثلث,Pro-vaccine
86, نوجه السؤال إلى المسؤولين عن التجارب ولكن بشكل عام نتائج المرحلتين الأولى والثانية لتجربة اللقاح كانت جيدة جداً,Pro-vaccine
98, المشكلة احنا ناطرينهم علشان ناخذ منهم اللقاح ,Pro-vaccine
102, متأكدة الدكتورة خذت الكبد الوبائي و الجدري تطعيم كورونا لن يأخذ الوقت الكافي لتتبع المشاركين في الدراسات الاكلينيكية للقاحات ,Pro-vaccine
122,بعد نجاح التجارب الإكلينيكية المرحلةوعلى الأشخاص في عمر شركة موديرنا تنشر نتائج المرحلةو لتطعيم mrna 🧓على متطوعين بعمر وأكبر من التطعيم آمن؛ أعراض جانبية كلاسيكية تحفيز مناعي مشابه للشريحة الأصغر عمرا ,Pro-vaccine
126,لا تتأخر في التطعيم عند توفره ,Pro-vaccine
130,روسيا تعلن إدخال أول دفعة للقاحها ضد كورونا إلى التداول العام ,Pro-vaccine
133, خافوا الله استخدام هذا الاسلوب للترويج لعملية اللقاح وانه ضروري محد راح ياخذ اللقاح حتى الاطباء اللي اعرفهم ولا واحد راح ياخذ اللقاح لا اهو ولا اهله بسكم ترا والله ملينا وواصلين اخر درجات الانفجار الكبير حتى حياتنا,Anti-vaccine
150,وربعنا يبون يعطونّا اللّقاح علبالهم احنا فيران تجارب 🤬 ,Anti-vaccine
155,محد تركلي اثر بحياتي غير ابرة التطعيم,Pro-vaccine
168,اللقاح روسي خلال ساعة بأذن الله,Pro-vaccine
180,السلطات الصحية في جمهورية بيرو توافق على إجراء التجارب الإكلينيكية المرحلة الثالثة لتطعيم ساينوفارم Sinopharm توسع ملحوظ للتطعيم على مستوى الأعراق🧬المختلفة التطعيم يجرب في نفس الوقت في مراحل متقدمة جدا في البحرينوالإمارات ,Pro-vaccine
182, طعمت قبل سنتين والحمدلله من طعمت ساعة مريض 🤣,Anti-vaccine
186,ابشركم وصل لقاح كورونا والكمية محدودة ,Pro-vaccine
187, من المستشفى او اذا مو ريبييز اعطيچ التطعيم وانتي قزيها سهل خو,Pro-vaccine
193,اللقاح المسرطن ,Anti-vaccine
197,دخل لقاح mRNA المرحلة الثالثة بعد نجاحه في مريض ودخل الدراسة مريض في امريكا وأستراليا وأوروبا تستمر الدراسة اشهر لن يتوفر اللقاح قبل عام لذلك اتمنى الالتزام بالاحترازات الصحيّة والبعد عن الاستهتار بها بالاعتماد على نظرية المؤامرة تباعد وكمامة وغسل الايدي ,Pro-vaccine
205, كورونا ماراح تروح كللش الحل باللقاح والعلاج وراح تكون نفس الانفلونزا الموسميه,Pro-vaccine
208, سياسه الوزاره المبنيه على اوامر منظمه الصحه تسعى لزياده اعداد المصابين قدر الامكان لمنع رفع الحظر وجعله ورقه ضغط حين يأتي وقت اخذ اللقاح سئ السمعه,Anti-vaccine
218,رحت اليوم السابميه طعمت، يقولون الطعم خلص، ماشفت كويتيين وايد / او ، بس يقولون ييبون باجر ان شاء الله، بس شفت تكدس وافدين علي الباب الثاني ,Pro-vaccine
221,عاجل تأكيداً لما نشرته «القبس» فايزر تعلن إبرام اتفاقية مع الكويت لتوريد لقاح كورونا • البدر: اتخذنا كافة الإجراءات لتلقي اللقاح وتخزينه عند درجة الحرارة المطلوبة ,Pro-vaccine
225,خدعه اللقاحات التطعيم بعد زوال المرض ,Anti-vaccine
226,النائب الاكثر وعيا في البرلمان الكويتي ضد التطعيم ,Anti-vaccine
286,ناخذه ولا لاء هذا رد الدكتوره اديبه الحرز وكيفكم والسبب اهم يقولون اخذو اللقاح عشان لاسمح الله اذا الشخص حاشته كورونا مايزيد الطين بله اذا صابته انفلونزا صح ,Pro-vaccine
312,بعد أن انتشرت كذبة أن تطعيم الكورونا ستكون فيه شريحة تتحكم بك تنتشر هذه الأيام كذبة أخرى عبر ڤيديوات الواتساب المترجمة عن أن التطعيم سيغير من الجينات البشرية ذلك غير صحيح إطلاقا وكذب وزيف صريح هذه الحملات المنظمة من لوبيات أعداء التطعيم لها أهداف منظمة بغرض ضرب الطب المؤسسي,Pro-vaccine
320, يسويها عادي يزعل وياخذ فورميلا اللقاح وياه يحرقها ,Pro-vaccine
358,مالذي ممكن حدوثه التعرف على شريحة نادرة بحالة صحية غير مناسبة للتطعيم=يستمر المشروع باستثنائهم العرض الجانبي تزامن مع وليس بسبب التطعيم=استمرار المشروع تحاليل أغلب المشاركين قد تبين حدوث التهاب حبل شوكي للجميع ولكن بدرجات مختلفة=نهاية المشروع قيمة المرحلة الثالثة ,Anti-vaccine
386,اللقاح محتاج اشهر عالأقل لين يغطي الجميع الى ذلك الحين نلتزم بالاشطراطاط الصحية شكراً,Pro-vaccine
422,أتمنى مشاركة الجميع لنعرف النسب اذا توفر تطعيم الإنفلونزا الموسمي لهالموسم: اللي ضد أخذ التطعيم ياريت يشاركنا السبب ,Pro-vaccine
431,مركز أبحاث غاماليا+جامعة شيشينوف ينشران نتائج المرحلة/للتطعيم الروسي Sputnik V التطعيم عبارة عن دمج تطعيمين تم تصميمهما في روسيا مأمونية ممتازة؛ أعراض جانبية بسيطة كلاسيكية للتطعيم تحفيز مناعي مقارب لبلازما المتعافين التطعيم دخل المرحلة ,Pro-vaccine
434,ها شباب ندزه روسيا حق اللقاح ,Pro-vaccine
440,لقاح كورونا قريب جداً ومصدره الصين متفوق على اللقاحات الأخرى متجاوزاً مرحلتين اختبارية والآن في مراحله التجريبية الأخيرة ,Pro-vaccine
461, لاحاجه للقاح لان نسبه الشفاء منه تصل الى ٪ ما اثر الزئبق والالمنيوم الموجود في اللقاح على التكوين العصبي للاطفال هل راجعتي مكونات اللقاح السامه قبل الترويج له ما اعتقد للاسف الكثير من الدكاتره يثقون بشركات الادويه ث,Anti-vaccine
468,موقع سي ان ان بالعربية/ المؤسسات الصحية في الولايات المتحدة تستعد لتوزيع لقاحات كورونا قبل نهاية العام عبر تطبيق نبض ,Pro-vaccine
487,عاجل: شركة فايزر الأمريكية تعلن عن لقاح تجريبي يحمي من الإصابة بفيروس كورونا بنسبة تتجاوز في المئة,Pro-vaccine
527, فلسفة النحنى الطببعي ، normal curve ، تقول ان استجابة الناس لاي لقاح ستكون متباينة ، الغالبية ستكتسب المناعة ، ولكن لا بد من وجود أقلية سيحصل لها بعض المضاعفات، على الجهات الصحية تحديد الفئات التي تستطيع أن تأخذ اللقاح، وهي فئة الشباب، بنسب تح,Pro-vaccine
533, يقولون انه آمن وفعال لمدة سنتان وانه كانت لهم تجارب على جميع فصائل الفايروس السابقة سارس وايبولا و متلازمة الشرق الأوسط وعلى إثر ذلك تم إنتاج هذا اللقاح,Pro-vaccine
539, هذا ألي باقي بعدناخذ اللقاح من مصرعزالله رحنا وراالشمسعطو اللقاحات ل التجار والحكومة الي ستثمرة فلوس لكويتفي مصر,Anti-vaccine
545, 🤣🤣 خلاص نتباعد لنجتمع مع اللقاح,Pro-vaccine
549,أليسوا ٪ بشراً ليش المجازفة بصحتهم بلقاح تجهلون أمانه قبل فعاليته ليش مو مهتمين بالآثار العكسية المؤكد ظهورها ليش تجاهل العلاجات الموجودة للمرضى والقفز للقاح أصلاً ماتطرحه بأحسن الأحوال هو سوء ادارة بل فشل المنظومة الطبية متمثلة بوزارة الصحة بالتعامل مع المرضى والوباء ,Anti-vaccine
566, امي تقول لا تاخذون التطعيم راح يصير فينا عقم I believe my mama 🤷‍,Anti-vaccine
567,اللقاح ضد كوڤيد تسعتعش راح يطلع من بوسطن,Pro-vaccine
580,في فئة من الناس على كل شي يحبون يسوون سالفه ويخرعون الناس ما ادري شنو الهدفترا لو ماكان في تطعيم او لقاح بالعالم كلهكنا شفنا كارثة واللي يقولون ان التطعيم خطر ويغير الجينات احب اقولهم مع احترامي لهم انهم مايفهمون شيمو كل من اسمه دكتور دكتورفي دكتور عن دكتور يفرق ,Pro-vaccine
581,في فئة من الناس على كل شي يحبون يسوون سالفه ويخرعون الناس ما ادري شنو الهدفترا لو ماكان في تطعيم او لقاح بالعالم كلهكنا شفنا كارثة واللي يقولون ان التطعيم خطر ويغير الجينات احب اقولهم مع احترامي لهم انهم مايفهمون شيمو كل من اسمه دكتور دكتورفي دكتور عن دكتور يفرق ,Pro-vaccine
587, الاجازة=وجود نتائج اولية مبشرة على شريحة محدودة العدد، تمنح الدواء/التطعيم الحق في ان يعطى كبند الطوارئ لانقاذ الشخص على ان تتم مراجعة البينات المتعلقة بالمنتج باستمرار حتى يصل لدرجة الاعتماد شمولية الاستخدام او يوقف,Pro-vaccine
604, يقولون بعد ما تاخذ اللقاح ، كل ماتشوف لون احمر تركض له تبي تنطحه ,Anti-vaccine
621,سؤال للحكومات المحترمة : لماذا تريدون إدخال لقاح مجهول المكونات داخل أجسادنا إذا كانت نسبة الشفاء من مرض كورونا تصل ليش اجعلوا هذا اللقاح إختياري فمن شاء فليأخذه و من يشاء فليمتنع عن أخذه و فكونا,Anti-vaccine
627,رئيس قسم التحصين في إدارة الطب الوقائي: ندعو أفراد المجتمع للتوجه لمراكز الرعاية الصحية الأولية بدءاً من سبتمبر الجاري لأخذ لقاح الإنفلونزا الموسمية,Pro-vaccine
630,والله قالها ترمب ما صدقناه كان خاشها حق فوزه مسكين مبروووووك اللقاح,Pro-vaccine
647, الحل فقط اون لاين لين يطلع اللقاح,Pro-vaccine
652,حبيبتي المخنجره عقب التطعيم ,Pro-vaccine
674,اخبار جيدة تحديث عن اللقاحات أعلن مركز مكافحة الامراض عن اقتراب اعتماد وتوزيع لقاحين مع نهاية شهر اكتوبر وبداية شهر نوفمبر القادم تم الاشارة الى هذين اللقاحين ب لقاح أ و لقاح ب اغلب التكهنات تشير الى لقاح موديرنا و بفايزر شخصيا اعتقد لقاح اكسفورد احدها صباح الخير ,Pro-vaccine
689,تابع التغريدة أعلاه الأعزاء في السعودية طعَّموا و من تحبون ضد الانفلونزا الموسمية من يجب أن يطعم الكل من عمرشهور هل التطعيم آمن للحامل والمرضع نعم هل التطعيم يضعف المناعة لا نبّه المركز الطبي إن عندك حساسية من البيض🥚 ,Pro-vaccine
703,الفرج قريب بإذن الله لقاح كورونا ,Pro-vaccine
707,اوباااا وزارة الصحه الكويتيه أعلنت عن تطعيم الجميع🤨عن الانفلونزا الشتويه انا كويتي و هذي ديرتي و الصحه مكفوله ليغصب مو طيب🤪 ما ابي اوقف دور مع وافد انا مو واثق بنظافته او مخالطته الحل مراكز للكويتيين و مراكز اخرى للوافدين المهم الوافدين ليش ما يدفعون رسوم ,Pro-vaccine
716,الرئيس الروسي بوتين يعلن عن تسجيل أول لقاح في العالم مضاد لفيروس كورونا,Pro-vaccine
719,المطلووب علاج للمرض ،،،،مو لقاح سريع لا نعلم اثاره السلبيه ترا موضوع اللقاح مايفرح القلب ابداااا للعلم,Anti-vaccine
726, بشكل عام التطعيم آمن وماعليه أي مشاكل,Pro-vaccine
731, هم من صنعو الفيروس ومعاه اللقاح بس بيطلعوه فالوقت المناسب لهم,Anti-vaccine
741, اعتقد خلاص لازم التعايش مع الفيروس بشرط تطبيق قانون الاشتراطات الصحيه على الكل مثلا مايعمل في دبي الان كل شي مفتوح والوضع طبيعي والناس عايشه لانه متخيلين انه اللقاح يمكن يطول سنتين مثلا راح نظل جذي مستحييييييييل ,Pro-vaccine
762,متطوع تلقى لقاح استرازينيكا بعد ذلك بدأ يهذي ويقول لقد قتلوا الله لم اعد أشعر بالرب روحي ميته 🤔 ,Anti-vaccine
768,علي ذمة محطة روسيا اليوم التطعيم ضد كوفيد بعد يومين ,Pro-vaccine
774,الحمدالله الربع طلعو خبره فايروسات ولقاحات قاعدين يحللون كل اللقاحات بالقروب,Pro-vaccine
775,وزير الصحة: اللقاح في ⁧الكويت⁩ خلال أشهر والانتهاء من تطعيم المواطنين إختيارياً في أشهر الشخص سيأخذ التطعيم مرتين خلال شهر والأولوية لكبار السن والعاملين في الصفوف الأمامية المرحلة الأولى ستشهد الاستعانة بصالات الأندية الرياضية وإعطاء شهادة لكل من أتم تطعيمه ,Pro-vaccine
786,اللي بياخذ التطعيم بيكون محمي من العدوى فليش يخاف من للي ما أخذه والا 🤔 ,Anti-vaccine
793, اللقاح لتخريب سلسلة الDNA وقتل ملايين اكثر بالسرطان,Anti-vaccine
800,تطعيم جديد سيدخل التجارب الإكلينيكية، شركة فاكسارتتتلقى موافقة هيئة الغذاء والدواء لإجراء تجارب إكلينيكية المرحلة الأولى لتطعيم ضد كوفيد يتميز التطعيم أنه سيكون على شكل مستحضر يتناول عبر الفم: كبسولة/حبوب/شراب النتائج المخبريةكانت مبشرة ,Pro-vaccine
801,نطرنا وايد لقاح كورونا وابشركم ب راح نسال نفس السؤال,Pro-vaccine
804,لن يكون هناك لقاح فعال الا في نهاية وبداية ,Pro-vaccine
805,فقط حقن التطعيم السامه تفيد لانها نخلصكم من الحياه وكورونا ,Anti-vaccine
832,الحكومة الكنديةتبرم إتفاقية مع جونسونampجونسون لتوفيرمليون جرعة تطعيم AdCOVS في حال نجاح واعتماد التطعيم التطعيم في التجارب الإكلينيكية المرحلة الثانية في ستبدأ المرحلة الثالثة قريبا علىألف شخص في ,Pro-vaccine
844,شاهدت و وصلتني صور لبعض الاشخاص منهم أقارب بأنهم تلقوا حقن تطعيم الانفلونزا الموسمية في مراكز المناطق الداخلية منذ يومين الغريب في الموضوع هو عدم وجود تصريح رسمي بوصول وبداية التطعيمات للمجتمع استغرب عدم الافصاح عن حملة رسمية هل التطعيم المستخدم حاليا من مخزون العام الماضي ,Pro-vaccine
851, اللي الله كاتبة بيصير سواء اخذت اللقاح او ما اخذته,Pro-vaccine
860,من جديد متداول بأن اللقاح الروسي سيتم تسجيلهاغسطس واستخدامه لمرضى القطاع الصحي/التعليمي موقع صندوق الاستثمار الروسي الممول للتطعيم خالي من أي خبر مصدر الخبر سبوتنيك؛ وحسبما هو مكتوب فإنه قيد التجربة المشكلة:لاتوجد دراسة للتطعيم ولاخبر رسمي ,Anti-vaccine
868,اختيار عدم أخذ اللقاح ليس ممارسة لحريتك ، إنه امتناع عن حقوق الرعاية الصحية للآخرين تحميك اللقاحات وتمنع انتشار المرض للآخرين خاصة المصابين بأمراض المناعة الذاتية والأطفال أنت جاهل وأناني,Pro-vaccine
898,نعم مطلب ومهم وضروري موعدنا لما يخف فروس كورونا يوم الاثنين // مع صلاة المغرب انا رايح رايح ولو لوحدي ساحة الاراده حاولوا تكثيف الحضور ,Anti-vaccine
914, لا يابويوسف هذا حل مؤقت واكيد افضل من قعدتهم بالبيت وتشتريلهم العاب من يحليله اللقاح قريب وبعدها ترجع الحياه طبيعيه,Pro-vaccine
937, يبدأ التطعيم بعد تسطح منحنى الوباء وهذا ياخذ سنوات مثل شلل الاطفال الذي انتشر في نهايه الخمسينات من القرن الماضي ووصل الذروه في بدايه الستينات وتسطح المنحنى وضعف المرض في عامي و وهنا بدأت الشركات بالتلقيح وادعت انه التلقيح,Anti-vaccine
943,خطوة كبيرة في مجال التطعيمات هيئة الدواء في الصين سمحت لبعض التطعيمات المتقدمة بإن تستخدم بإجازة الاستخدام وفق بند للطوارئ خلال هذا البند سيتم استخدام التطعيمات المجازة لتحصين شريحة خاصة مثل العاملين في المجال الطبي، الجمارك، مقدمي الخدمات العامة ,Pro-vaccine
951, احنا ماي لقاح ما نشربه الحين لقاح كورونا ,Anti-vaccine
980, كل الدراسات وكل الاطباء وكل الصيادله يشككون فيه اولا اغلب الدول الاوربيه لا تجبر مواطنيها عليه للعلم اغلب الفيروسات من ستارس الى كرونا لا يوجد لهم لقاح الى الان وكرونا اساسا نسبت الشفاء فيه ٪ ونسبة,Anti-vaccine
987,اي والله تنقصته حق ناس في بالي نفس اللقاح والدكتوره ماعليج امر ,Pro-vaccine
990,روسيا تأخذ طريقا مختصر لانتاج اللقاح هذا عنوان مقال في مجلة دير شبيجل الالمانية عن اللقاح الروسي اترجمه لكم ,Anti-vaccine
991,روسيا تأخذ طريقا مختصر لانتاج اللقاح هذا عنوان مقال في مجلة دير شبيجل الالمانية عن اللقاح الروسي اترجمه لكم ,Pro-vaccine
1000, ترامب: لا نعلم كثيرا عن اللقاح الروسي، ونأمل ان يكون مفيدا ,Pro-vaccine
1007,صيدليات أس كي SK pharmacy في كازاخستان تتوصل إلى اتفاق مع صندوق الاستثمار الروسي لتوريد التطعيم الروسي التجريبي Sputnik V إلى كازاخستان يبدو أن كازاخستان ستكون الدولة الثانية بعدالتي ستجري فيها التجارب الإكلينيكية المرحلة الثالثة للتطعيم ,Pro-vaccine
1008,سمو رئيس الوزراء بداية عملية التطعيم بالمستوصفات كارثة صحية والمستفيد منها الوافديناذا هذا بداية المرحلة الجديده على البلد العوض🤣 تخبط حكومي بامتياز ,Pro-vaccine
1011,خلوا اهل الاختصاص من الاطبا يفيدونا بخصوص اللقاح مانبي اهل السياسه والقانون والهندسه,Pro-vaccine
1029,ديسمبر، التاريخ الذي حددته هيئة الغذاء والدواء لمناقشة طلب استخدام وفق بند الطوارئ المقدم من موديرنا لتطعيم mrna هيئة الغذاء و الدواء تنوي بث المناقشة مباشرة عبر المنصات الإعلامية الخاصة بها ,Pro-vaccine
1040,متى اللقاح يالله,Pro-vaccine
1045, الزئبق والالمنيوم في اللقاح من السموم القويه وتسبب التوحد لبعض الاطفال سنه كان هناك اصابه واحد من التوحد لكل شخص في امريكا عام وصلت النسبه بسبب زياده التطعيمات الملحوظه اتمنى ان لايصاب قريب لك بهذا المرض لانه كارثه على الطفل,Anti-vaccine
1047,بعد أسبوع من بداية التطعيم بشكل غيرمنظم، يظهر قرار بأن يقتصر التطعيم على المواطنين في دولة تبلغ نسبة المواطنين فيها قرابة موضوع التطعيمات ليس وطنية، الموضوع مناعة للمجتمع الخلل ليس في المواطن و لا الوافد، الخلل في التخطيط للحملة أخشى بأن السبب الفعلي متعلق بالكمية ,Pro-vaccine
